certreq.exe, c:\Windows\SysWOW64\certreq.exe
certutil.exe, c:\Windows\SysWOW64\certutil.exe
GameBarPresenceWriter.exe, c:\Windows\SysWOW64\GameBarPresenceWriter.exe
GamePanel.exe, c:\Windows\SysWOW64\GamePanel.exe
mcbuilder.exe, c:\Windows\SysWOW64\mcbuilder.exe
OneDriveSetup.exe, c:\Windows\SysWOW64\OneDriveSetup.exe
Taskmgr.exe, c:\Windows\SysWOW64\Taskmgr.exe
